asv	029SS	116JS	129GP	46	215	300	023TD	077SF	193MR	152JF	179TH	115RW	HG113	043RB	063CG	149SD	HG237	282	843	895	2123	120NG	12	710	128TW	164JO	HG216	064DB	453	198LW
denovo217	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	1	89	0
denovo216	0	0	2	0	2	0	0	0	0	2	5	22	10	0	2	0	0	10	0	22	0	0	18	0	0	1	0	0	4	0
denovo215	0	0	0	0	0	30	0	0	0	0	0	0	0	0	20	5	0	50	0	0	0	0	0	0	0	0	1	0	0	0
denovo214	0	10	0	0	0	0	8	0	0	0	0	16	0	0	0	0	0	0	0	0	0	20	0	0	0	46	0	1	5	0
denovo219	0	0	2	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	33	0	0	4	6	0	22	0	0	5	2
denovo218	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	1	0	2	0	0	0
denovo34	0	0	5	4	7	0	11	0	6	3	0	2	10	7	1	0	3	7	46	12	673	0	0	0	27	9	0	6	31	0
denovo35	17	0	56	12	18	2	5	0	9	5	0	16	42	0	0	0	34	3	57	78	0	91	0	37	18	0	2	55	1	0
denovo36	105	71	4	19	0	0	0	23	4	0	0	0	8	0	14	0	1	1	394	4	0	1	0	131	1	0	0	1	5	0
denovo37	0	14	7	1	2	1	2	54	0	47	0	0	0	0	2	0	0	1	0	13	0	12	8	2	1	1	0	0	8	560
denovo30	0	0	0	0	0	0	0	0	302	47	0	0	0	0	212	320	0	0	0	0	0	0	0	0	0	1	0	4	0	0
denovo31	0	95	5	11	0	0	0	45	4	0	0	0	0	0	7	0	0	3	586	2	0	0	0	216	1	0	0	0	2	0
denovo32	42	9	26	18	3	3	3	40	0	4	12	52	1	28	0	0	2	0	40	0	638	1	5	11	3	5	3	2	6	0
denovo33	164	86	0	7	0	1	0	42	5	2	0	0	3	1	19	0	3	2	391	4	0	2	0	181	3	1	0	0	7	0
denovo38	0	587	3	2	0	0	0	0	0	0	0	10	28	0	0	0	0	4	0	0	0	84	0	0	1	0	0	0	0	0
denovo39	0	10	9	2	0	0	8	86	0	31	0	2	0	0	5	0	0	3	0	11	0	9	14	6	1	1	0	0	9	467
denovo792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo793	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo790	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0
denovo791	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	1	6
denovo794	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo795	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo406	0	0	0	0	0	5	0	0	0	0	29	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0
denovo906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
denovo905	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
denovo901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	0	0	0	0	0	0	0	0	1	0
denovo900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	3	1	0	0	0	0	0	3	0
denovo639	0	0	0	0	17	1	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
denovo631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	1	0	0	0
denovo633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0	3	0	1	0	0	0	0	3	0
denovo632	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo634	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
denovo637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	5	0	0	0	0	0	0	0	0	0	0
denovo636	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0	0	0	0
denovo18	0	0	70	174	3	6	0	0	0	0	0	3	658	0	0	0	30	339	0	38	1	40	0	311	0	0	6	0	189	0
denovo19	0	32	33	23	5	8	7	108	6	5	25	48	0	0	0	0	0	0	63	0	1020	1	5	16	3	1	0	0	7	0
denovo12	0	16	139	12	15	6	2	2	4	1	0	119	162	0	72	6	58	69	0	0	0	51	0	221	3	0	267	146	700	0
denovo13	42	38	6	88	72	13	108	0	2	36	0	145	23	194	34	2	0	6	359	126	0	64	0	12	34	572	1	6	21	0
denovo10	0	15	135	6	7	14	3	3	9	0	0	114	171	2	86	18	61	136	0	0	0	76	1	325	1	0	178	128	781	0
denovo11	0	49	14	82	51	13	127	0	15	33	0	14	0	0	38	0	0	16	470	145	0	76	0	18	39	911	0	0	30	0
denovo16	0	17	103	0	63	1	18	0	4	144	381	13	16	360	31	1	1	24	515	18	0	2	0	58	7	11	0	11	9	0
denovo17	0	11	115	0	107	1	14	0	3	169	338	13	8	305	21	0	3	13	560	13	0	3	0	47	5	11	1	10	12	0
denovo14	54	47	9	54	44	13	108	0	4	13	0	138	22	266	38	0	0	6	324	98	0	86	0	11	25	539	0	4	27	0
denovo15	0	15	140	5	14	18	1	4	7	3	0	6	0	0	107	11	0	116	0	1	0	67	0	358	3	0	0	0	1052	0
denovo278	0	0	0	0	26	12	0	0	0	0	0	2	0	0	0	0	2	5	0	0	0	0	0	28	1	0	7	0	0	0
denovo1219	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
denovo1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0
denovo1210	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0
denovo1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
denovo1212	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
denovo1215	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
denovo1217	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
denovo1216	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo402	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	13	0	0	1	25	0	0	3	0	3	0
denovo403	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	3	0	0	4	1	0	0	1	0	0	0
denovo400	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0
denovo401	0	0	0	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	3	0	0	0	0	0
denovo407	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0
denovo404	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo405	0	0	0	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	22	11	0	0	6	1	0	0	0	0	2	0
denovo408	0	3	0	0	0	0	0	0	8	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
denovo409	0	0	0	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	2	19	0	0	0	8	0	0	0	0	7	0
